vehicle_number,driver_number,lap_number,lap_time,lap_improvement,crossing_finish_line_in_pit,s1,s1_improvement,s2,s2_improvement,s3,s3_improvement,kph,elapsed,hour,s1_large,s2_large,s3_large,top_speed,driver_name,pit_time,class,group,team,manufacturer,flag_at_fl,s1_seconds,s2_seconds,s3_seconds,im1a_time,im1a_elapsed,im1_time,im1_elapsed,im2a_time,im2a_elapsed,im2_time,im2_elapsed,im3a_time,im3a_elapsed,fl_time,fl_elapsed,unnamed: 41,tyre_age,elapsed_seconds,TIME_UTC_SECOND,TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN,Unnamed: 9,lap_time_seconds,START_UTC_SECONDS,lap,Laptrigger_lapdist_dls,Steering_Angle,VBOX_Lat_Min,VBOX_Long_Minutes,accx_can,accy_can,aps,gear,nmot,pbrake_f,pbrake_r,speed,incident,best_lap_time,loss_per_lap
8,1,10,0 days 00:01:44.619000,0,,36.084,0,35.062,2,33.473,2,135.1,18:39.136,2025-11-10 11:23:12.888,0:36.084,0:35.062,0:33.473,208.1,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,36.084,35.062,33.473,25.375,25.375,10.709,36.084,19.69,55.774,15.372,1:11.146,13.055,1:24.201,20.418,1:44.619,,9,1011.553,1760887331.553,,,,,,,,,,,104.619,1760887226.934,10,1991.6625258799172,-7.820985099337748,39.79393717153183,-86.23568199170346,-0.008034768211920531,-0.22197019867549667,70.49487168874171,2.950745033112583,6283.387163561077,6.679826158940398,6.744569536423841,134.7512629399586,1,0 days 00:01:44.255000,0.364
8,1,11,0 days 00:01:44.473000,0,,35.470,0,35.301,0,33.702,0,135.3,20:23.609,2025-11-10 11:24:57.361,0:35.470,0:35.301,0:33.702,208.1,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.47,35.301,33.702,24.846,24.846,10.624,35.470,19.748,55.218,15.553,1:10.771,13.235,1:24.006,20.467,1:44.473,,10,1116.026,1760887436.026,,,,,,,,,,,104.473,1760887331.553,11,1990.7832310838446,-7.541840490797545,39.79394672604426,-86.23566809968227,-0.009114110429447852,-0.21728629856850715,74.91724335378323,2.9190184049079755,6210.4662576687115,6.815059304703476,6.886732106339469,132.93734151329244,1,0 days 00:01:44.255000,0.218
8,1,12,0 days 00:01:44.255000,2,,35.346,0,35.292,0,33.617,0,135.5,22:07.864,2025-11-10 11:26:41.616,0:35.346,0:35.292,0:33.617,208.1,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,35.346,35.292,33.617,24.866,24.866,10.48,35.346,19.798,55.144,15.494,1:10.638,13.31,1:23.948,20.307,1:44.255,,11,1220.281,1760887540.281,,,,,,,,,,,104.255,1760887436.0259998,12,1987.3929313929314,-8.28161825726141,39.79397329908189,-86.23570697515338,-0.009596680497925312,-0.22422282157676346,70.82065560165975,2.90954356846473,6294.114345114345,6.941605809128631,7.006672199170125,134.08184647302903,1,0 days 00:01:44.255000,0.0
8,1,13,0 days 00:01:44.534000,0,,35.219,2,35.170,0,34.145,0,135.2,23:52.398,2025-11-10 11:28:26.150,0:35.219,0:35.170,0:34.145,206.1,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,FCY,35.219,35.17,34.145,24.780,24.780,10.439,35.219,19.555,54.774,15.615,1:10.389,13.446,1:23.835,20.699,1:44.534,,12,1324.815,1760887644.815,,,,,,,,,,,104.53399999999999,1760887540.2810001,13,2001.6694214876034,-7.960165289256199,39.79392637772994,-86.23568762787117,-0.007610330578512396,-0.2253210743801653,71.79395041322313,2.9330578512396692,6290.969008264463,7.155683884297521,7.220221074380166,134.68303719008264,1,0 days 00:01:44.255000,0.279
8,1,14,0 days 00:01:51.120000,0,,39.431,0,36.603,0,35.086,0,127.2,25:43.518,2025-11-10 11:30:17.270,0:39.431,0:36.603,0:35.086,195.3,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,FCY,39.431,36.603,35.086,28.054,28.054,11.377,39.431,20.567,59.998,16.036,1:16.034,14.151,1:30.185,20.935,1:51.120,,13,1435.935,1760887755.935,,,,,,,,,,,111.12,1760887644.815,14,1989.558091286307,-8.686804979253113,39.79393137540065,-86.23566641906486,-0.007350207468879669,-0.22577344398340252,73.06772614107884,2.913692946058091,6343.767634854772,6.980790456431536,7.04692531120332,134.60323651452282,1,0 days 00:01:44.255000,6.865
8,1,15,0 days 00:02:13.797000,0,,37.252,0,46.765,0,49.780,0,105.6,27:57.315,2025-11-10 11:32:31.067,0:37.252,0:46.765,0:49.780,202.2,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,FCY,37.252,46.765,49.78,26.219,26.219,11.033,37.252,29.958,1:07.210,16.807,1:24.017,20.488,1:44.505,29.292,2:13.797,,14,1569.732,1760887889.732,,,,,,,,,,,133.797,1760887755.9350002,15,2001.4968944099378,-8.247577639751553,39.793888362150014,-86.2356658714405,-0.0070910973084886125,-0.2246248447204969,72.2120248447205,3.067494824016563,6134.935817805383,6.204788819875777,6.269343685300207,134.47413223140495,1,0 days 00:01:44.255000,29.542
8,1,16,0 days 00:02:30.980000,0,,50.960,0,49.643,0,50.377,0,93.6,30:28.295,2025-11-10 11:35:02.047,0:50.960,0:49.643,0:50.377,135.0,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,FCY,50.96,49.643,50.377,39.607,39.607,11.353,50.960,33.317,1:24.277,16.326,1:40.603,22.098,2:02.701,28.279,2:30.980,,15,1720.712,1760888040.712,,,,,,,,,,,150.98,1760887889.7319999,16,1968.1766990291262,-8.448775748153906,39.79402656125225,-86.23575329919571,-0.013051690633501749,-0.19204974737660319,58.317089001165954,2.9665759813447337,5832.91067961165,4.78559463661096,4.842903225806452,126.36799610894941,1,0 days 00:01:44.255000,46.725
8,1,17,0 days 00:02:07.549000,0,,48.466,0,41.043,0,38.040,0,110.8,32:35.844,2025-11-10 11:37:09.596,0:48.466,0:41.043,0:38.040,150.0,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,GF,48.466,41.043,38.04,37.336,37.336,11.13,48.466,25.388,1:13.854,15.655,1:29.509,17.57,1:47.079,20.47,2:07.549,,16,1848.261,1760888168.261,,,,,,,,,,,127.549,1760888040.712,17,2138.14262560778,-6.4921657494334735,39.79360002003352,-86.23568955529812,-0.03468242149562965,-0.14772677241825832,31.705658789252183,2.5827128520556815,5236.800648298217,2.9359048235674976,2.9827209452897376,105.65896607431341,0,0 days 00:01:44.255000,23.294
8,1,18,0 days 00:01:57.207000,0,,35.379,0,48.108,0,33.720,0,120.6,34:33.051,2025-11-10 11:39:06.803,0:35.379,0:48.108,0:33.720,205.3,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,FCY,35.379,48.108,33.72,24.924,24.924,10.455,35.379,30.676,1:06.055,17.432,1:23.487,13.356,1:36.843,20.364,1:57.207,,17,1965.468,1760888285.468,,,,,,,,,,,117.207,1760888168.261,18,1963.827536231884,-6.359623733719247,39.79389867161532,-86.2359227402683,-0.011203473227206946,-0.11062402315484805,27.836654124457308,2.336613603473227,4951.498550724637,2.2841968162083934,2.3068581765557163,93.6816231884058,0,0 days 00:01:44.255000,12.952
8,1,19,0 days 00:02:03.636000,0,,36.075,0,46.328,0,41.233,0,114.3,36:36.687,2025-11-10 11:41:10.439,0:36.075,0:46.328,0:41.233,204.2,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,FCY,36.075,46.328,41.233,25.459,25.459,10.616,36.075,27.074,1:03.149,19.254,1:22.403,16.298,1:38.701,24.935,2:03.636,,18,2089.104,1760888409.104,,,,,,,,,,,123.636,1760888285.4680002,19,1861.2184300341296,-7.373608740184363,39.79398897769468,-86.23590506478438,0.0054189143052236245,-0.15846432229429838,42.31437009218163,2.608740184363264,5538.590443686006,2.4681717309662,2.4974923181973367,110.3866552901024,0,0 days 00:01:44.255000,19.381
8,1,20,0 days 00:02:25.148000,0,,47.120,0,54.198,0,43.830,0,97.4,39:01.835,2025-11-10 11:43:35.587,0:47.120,0:54.198,0:43.830,150.0,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,FCY,47.12,54.198,43.83,35.663,35.663,11.457,47.120,34.76,1:21.880,19.438,1:41.318,15.473,1:56.791,28.357,2:25.148,,19,2234.252,1760888554.252,,,,,,,,,,,145.148,1760888409.104,20,2019.4888888888888,-26.48219837157661,39.79372658577784,-86.23550597726637,0.01709178386380459,-0.19405884529977793,72.00484085862324,2.75499629903775,5684.387037037037,6.952161361954109,7.0025351591413765,119.83175925925926,1,0 days 00:01:44.255000,40.893
8,1,21,0 days 00:02:20.009000,0,,45.656,0,51.828,0,42.525,0,100.9,41:21.844,2025-11-10 11:45:55.596,0:45.656,0:51.828,0:42.525,138.1,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,FCY,45.656,51.828,42.525,33.744,33.744,11.912,45.656,31.841,1:17.497,19.987,1:37.484,17.228,1:54.712,25.297,2:20.009,,20,2374.261,1760888694.261,,,,,,,,,,,140.00900000000001,1760888554.2519999,21,2105.5986038394417,-9.912897588255854,39.79354305860672,-86.23556263085972,-0.03248864033554701,-0.15455015728766167,45.00078643830828,2.787137364557847,5403.623036649215,4.638185948968892,4.692897588255854,114.32054195804196,1,0 days 00:01:44.255000,35.754
8,1,22,0 days 00:02:12.982000,0,,46.077,0,44.394,0,42.511,0,106.3,43:34.826,2025-11-10 11:48:08.578,0:46.077,0:44.394,0:42.511,153.2,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,FCY,46.077,44.394,42.511,34.528,34.528,11.549,46.077,27.628,1:13.705,16.766,1:30.471,16.897,1:47.368,25.614,2:12.982,,21,2507.243,1760888827.243,1760888828.0,2025-10-19 15:47:08,11.55,14.0,81.55,978.8,3.96,306.0,0.0,,132.982,1760888694.261,22,1989.9776785714287,-8.55419642857143,39.79394792148045,-86.23585807255336,-0.02060595238095238,-0.12745714285714285,22.77339285714286,2.426488095238095,5026.166666666667,1.9289419642857142,1.9640550595238095,97.53947916666667,0,0 days 00:01:44.255000,28.727
8,1,23,0 days 00:02:10.029000,0,,47.526,0,42.937,0,39.566,0,108.7,45:44.855,2025-11-10 11:50:18.607,0:47.526,0:42.937,0:39.566,140.1,Tom Rudnai,,Am,Legends,Eagles Canyon Racing Powered by Fast Track,Toyota Gazoo Racing,FF,47.526,42.937,39.566,35.979,35.979,11.547,47.526,26.202,1:13.728,16.735,1:30.463,16.611,1:47.074,22.955,2:10.029,,22,2637.272,1760888957.272,,,,,,,,,,,130.029,1760888827.243,23,1981.9705882352941,-8.739758663366336,39.79392005547439,-86.235733546833,-0.019340346534653465,-0.1336311881188119,22.56071782178218,2.476175742574257,5180.982972136223,1.7099025371287129,1.7372230816831682,100.98417054263567,0,0 days 00:01:44.255000,25.774
11,1,1,0 days 00:01:58.679000,0,,43.941,0,38.136,0,36.602,0,119.1,1:58.679,2025-11-10 11:06:32.431,0:43.941,0:38.136,0:36.602,193.2,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,43.941,38.136,36.602,32.756,32.756,11.185,43.941,21.03,1:04.971,17.106,1:22.077,14.663,1:36.740,21.939,1:58.679,,0,11.096,1760886331.096,,,,,,,,,,,118.679,1760886212.417,1,2684.3625,-4.0909697138093915,39.79408563061137,-86.23624140131835,0.00267935537649347,-0.1287902195054182,33.73772158933037,2.414559599888858,4658.298611111111,2.388435676576827,2.421293414837455,90.67181944444444,1,0 days 00:01:42.811000,15.868
11,1,2,0 days 00:02:04.574000,0,,37.624,0,39.244,0,47.706,0,113.4,4:03.253,2025-11-10 11:08:37.005,0:37.624,0:39.244,0:47.706,207.3,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,37.624,39.244,47.706,26.102,26.102,11.522,37.624,22.86,1:00.484,16.384,1:16.868,25.03,1:41.898,22.676,2:04.574,,1,135.67,1760886455.67,,,,,,,,,,,124.574,1760886331.0960002,2,1995.3443113772455,-4.21881543523781,39.793935089385194,-86.2358947169663,-0.01210409811546515,-0.1245423272509722,34.70822614418187,2.331139694884834,5169.041916167665,3.267629374813042,3.3130825605743346,97.77014970059881,1,0 days 00:01:42.811000,21.763
11,1,3,0 days 00:02:10.859000,0,,48.458,0,44.319,0,38.082,0,108.0,6:14.112,2025-11-10 11:10:47.864,0:48.458,0:44.319,0:38.082,150.0,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,48.458,44.319,38.082,36.695,36.695,11.763,48.458,27.807,1:16.265,16.512,1:32.777,17.406,1:50.183,20.676,2:10.859,,2,266.529,1760886586.529,,,,,,,,,,,130.859,1760886455.67,3,1979.5473098330242,-5.803268945022288,39.7939794676442,-86.23579670876309,-0.0014617384843982175,-0.18391567607726597,57.335616641901936,2.708766716196137,5847.226345083488,4.441963224368499,4.500960252600297,121.26035250463822,0,0 days 00:01:42.811000,28.048
11,1,4,0 days 00:01:45.945000,0,,36.830,0,35.445,0,33.670,0,133.4,8:00.057,2025-11-10 11:12:33.809,0:36.830,0:35.445,0:33.670,209.3,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,36.83,35.445,33.67,26.162,26.162,10.668,36.830,20.043,56.873,15.402,1:12.275,13.345,1:25.620,20.325,1:45.945,,3,372.474,1760886692.474,,,,,,,,,,,105.945,1760886586.529,4,2135.614711033275,-5.5508409250175195,39.793369261134146,-86.23555144247845,-0.010531534688156973,-0.16253889278206027,44.51285564120533,2.7284512964260688,5401.252189141856,3.749332515767344,3.806986685353889,113.29169877408056,0,0 days 00:01:42.811000,3.134
11,1,5,0 days 00:01:44.247000,0,,35.556,0,35.160,0,33.531,0,135.5,9:44.304,2025-11-10 11:14:18.056,0:35.556,0:35.160,0:33.531,211.4,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,35.556,35.16,33.531,25.139,25.139,10.417,35.556,19.669,55.225,15.491,1:10.716,13.351,1:24.067,20.18,1:44.247,,4,476.721,1760886796.721,,,,,,,,,,,104.247,1760886692.474,5,1885.2752902155887,-4.4007625994694965,39.794190263874654,-86.23588747940266,-0.005306034482758621,-0.15716346153846153,35.332095490716185,2.618368700265252,5312.8341625207295,2.2695192307692307,2.299252320954907,107.804543946932,0,0 days 00:01:42.811000,1.436
11,1,6,0 days 00:01:44.757000,0,,35.806,0,35.490,0,33.461,0,134.9,11:29.061,2025-11-10 11:16:02.813,0:35.806,0:35.490,0:33.461,213.0,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,35.806,35.49,33.461,25.356,25.356,10.45,35.806,19.845,55.651,15.645,1:11.296,13.2,1:24.496,20.261,1:44.757,,5,581.478,1760886901.478,,,,,,,,,,,104.757,1760886796.721,6,1983.4610655737704,-5.988538681948424,39.7939991398615,-86.23577667873413,-0.008548915268112977,-0.2202144903806795,66.33850184199754,2.862873516168645,6270.899590163935,5.38331150225133,5.45265656979124,132.91073619631902,0,0 days 00:01:42.811000,1.946
11,1,7,0 days 00:01:43.630000,0,,35.463,0,34.634,0,33.533,0,136.4,13:12.691,2025-11-10 11:17:46.443,0:35.463,0:34.634,0:33.533,209.3,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,35.463,34.634,33.533,25.183,25.183,10.28,35.463,19.568,55.031,15.066,1:10.097,13.316,1:23.413,20.217,1:43.630,,6,685.108,1760887005.108,,,,,,,,,,,103.63,1760886901.478,7,2008.6302521008404,-6.368655462184875,39.79395010010535,-86.23576289585658,-0.005378151260504202,-0.2238957983193277,67.09773529411764,2.902941176470588,6311.100840336135,5.351552521008403,5.425195378151261,134.45587368421053,1,0 days 00:01:42.811000,0.819
11,1,8,0 days 00:01:43.064000,0,,35.093,0,34.888,0,33.083,2,137.1,14:55.755,2025-11-10 11:19:29.507,0:35.093,0:34.888,0:33.083,213.0,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,35.093,34.888,33.083,24.770,24.770,10.323,35.093,19.621,54.714,15.267,1:09.981,13.085,1:23.066,19.998,1:43.064,,7,788.172,1760887108.172,,,,,,,,,,,103.064,1760887005.108,8,1993.4338842975208,-5.969488026424442,39.793928870871284,-86.23572079117488,-0.006482658959537572,-0.22417093311312966,66.0444921552436,2.8699421965317917,6341.161157024793,6.46171965317919,6.558032617671346,134.09216494845361,1,0 days 00:01:42.811000,0.253
11,1,9,0 days 00:01:45.415000,0,,35.750,0,36.538,0,33.127,0,134.0,16:41.170,2025-11-10 11:21:14.922,0:35.750,0:36.538,0:33.127,213.0,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,35.75,36.538,33.127,24.682,24.682,11.068,35.750,20.642,56.392,15.896,1:12.288,13.138,1:25.426,19.989,1:45.415,,8,893.587,1760887213.587,,,,,,,,,,,105.41499999999999,1760887108.172,9,2010.0395010395011,-5.831330830204423,39.79389488115179,-86.2357585399311,-0.0017455152273675425,-0.23149812265331662,70.3061118064247,2.908635794743429,6367.538461538462,5.8088464747601165,5.90186065915728,135.44386221294363,1,0 days 00:01:42.811000,2.604
11,1,10,0 days 00:01:56.132000,0,,47.418,0,35.396,0,33.318,0,121.7,18:37.302,2025-11-10 11:23:11.054,0:47.418,0:35.396,0:33.318,213.0,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,47.418,35.396,33.318,36.552,36.552,10.866,47.418,19.885,1:07.303,15.511,1:22.814,13.145,1:35.959,20.173,1:56.132,,9,1009.719,1760887329.719,,,,,,,,,,,116.132,1760887213.5870001,10,1994.8427672955975,-6.250335289186924,39.793905502792576,-86.23575315451482,-0.0034165968147527245,-0.23381098072087178,70.93313076278291,2.916596814752724,6405.062893081761,7.090672673931266,7.200746018440905,136.11683438155137,1,0 days 00:01:42.811000,13.321
11,1,11,0 days 00:01:43.326000,0,,35.338,0,34.641,0,33.347,0,136.8,20:20.628,2025-11-10 11:24:54.380,0:35.338,0:34.641,0:33.347,205.3,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,35.338,34.641,33.347,24.959,24.959,10.379,35.338,19.53,54.868,15.111,1:09.979,13.078,1:23.057,20.269,1:43.326,,10,1113.045,1760887433.045,,,,,,,,,,,103.326,1760887329.719,11,1985.9837398373984,-5.922671568627451,39.793990367378285,-86.2357323403452,-0.007392156862745098,-0.23382148692810456,67.1904452614379,2.84109477124183,6355.180894308943,5.574176879084968,5.676830065359478,133.36495901639344,1,0 days 00:01:42.811000,0.515
11,1,12,0 days 00:01:42.811000,2,,35.086,0,34.393,2,33.332,0,137.4,22:03.439,2025-11-10 11:26:37.191,0:35.086,0:34.393,0:33.332,207.3,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,35.086,34.393,33.332,24.737,24.737,10.349,35.086,19.557,54.643,14.836,1:09.479,13.142,1:22.621,20.19,1:42.811,,11,1215.856,1760887535.856,,,,,,,,,,,102.811,1760887433.0449998,12,1875.5415094339623,1.1160270880361174,39.79454591778367,-86.23601105448175,0.014933784800601957,-0.23596388261851017,63.76389390519187,2.7396538750940556,5997.737735849057,5.717767118133936,5.8065744920993225,121.28717514124294,1,0 days 00:01:42.811000,0.0
11,1,13,0 days 00:01:43.606000,0,,35.064,2,34.601,0,33.941,0,136.4,23:47.045,2025-11-10 11:28:20.797,0:35.064,0:34.601,0:33.941,207.3,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,35.064,34.601,33.941,24.796,24.796,10.268,35.064,19.463,54.527,15.138,1:09.665,13.145,1:22.810,20.796,1:43.606,,12,1319.462,1760887639.462,,,,,,,,,,,103.606,1760887535.856,13,1991.9791231732777,-7.246092770580861,39.793890787675394,-86.23578921811031,-0.0020392812369410774,-0.23690513999164228,71.6108692018387,2.9306310071040533,6388.974947807933,5.34611993313832,5.439293773506059,135.84851774530273,1,0 days 00:01:42.811000,0.795
11,1,14,0 days 00:01:52.385000,0,,42.106,0,36.038,0,34.241,0,125.7,25:39.430,2025-11-10 11:30:13.182,0:42.106,0:36.038,0:34.241,190.1,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,42.106,36.038,34.241,30.880,30.880,11.226,42.106,20.591,1:02.697,15.447,1:18.144,13.485,1:31.629,20.756,1:52.385,,13,1431.847,1760887751.847,,,,,,,,,,,112.38499999999999,1760887639.462,14,2003.341719077568,-7.775755033557048,39.79390079703107,-86.23576847818875,-0.0007990771812080534,-0.23804110738255033,70.79155620805369,2.9211409395973154,6429.157232704402,5.682588087248322,5.779309983221476,136.30800420168066,1,0 days 00:01:42.811000,9.574
11,1,15,0 days 00:02:16.341000,0,,38.507,0,48.143,0,49.691,0,103.6,27:55.771,2025-11-10 11:32:29.523,0:38.507,0:48.143,0:49.691,174.2,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,38.507,48.143,49.691,27.198,27.198,11.309,38.507,30.664,1:09.171,17.479,1:26.650,20.394,1:47.044,29.297,2:16.341,,14,1568.188,1760887888.188,1760887887.0,2025-10-19 15:31:27,12.11,14.2,81.59,978.5,2.16,214.0,0.0,,136.341,1760887751.847,15,2010.9229166666667,-6.840250000000001,39.7938974014918,-86.2357440853119,-0.00901375,-0.2332904166666667,68.87702499999999,3.015833333333333,6285.15625,5.945027083333334,6.045597916666666,135.57179166666666,1,0 days 00:01:42.811000,33.53
11,1,16,0 days 00:02:31.403000,0,,51.362,0,49.893,0,50.148,0,93.3,30:27.174,2025-11-10 11:35:00.926,0:51.362,0:49.893,0:50.148,126.0,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,51.362,49.893,50.148,40.182,40.182,11.18,51.362,32.528,1:23.890,17.365,1:41.255,21.025,2:02.280,29.123,2:31.403,,15,1719.591,1760888039.591,,,,,,,,,,,151.403,1760887888.188,16,1918.9148936170213,-5.43695987654321,39.7941311892168,-86.23592628667384,-0.004731481481481482,-0.20357137345679013,53.79842978395062,3.0933641975308643,5588.4177949709865,3.684465663580247,3.764890046296296,124.98111969111969,0,0 days 00:01:42.811000,48.592
11,1,17,0 days 00:02:06.750000,0,,47.900,0,40.966,0,37.884,0,111.5,32:33.924,2025-11-10 11:37:07.676,0:47.900,0:40.966,0:37.884,148.1,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,47.9,40.966,37.884,36.947,36.947,10.953,47.900,25.386,1:13.286,15.580,1:28.866,17.797,1:46.663,20.087,2:06.750,,16,1846.341,1760888166.341,,,,,,,,,,,126.75,1760888039.591,17,2123.234920634921,-4.302286440139727,39.79363175746788,-86.23571915443301,-0.028562718323277232,-0.13862114957129248,24.80409018736107,2.635439822165767,5095.287301587302,2.266006668783741,2.3247475389012386,103.78187301587302,0,0 days 00:01:42.811000,23.939
11,1,18,0 days 00:01:48.252000,0,,35.774,0,38.632,0,33.846,0,130.5,34:22.176,2025-11-10 11:38:55.928,0:35.774,0:38.632,0:33.846,213.0,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,35.774,38.632,33.846,25.247,25.247,10.527,35.774,19.776,55.550,18.856,1:14.406,13.418,1:27.824,20.428,1:48.252,,17,1954.593,1760888274.593,,,,,,,,,,,108.25200000000001,1760888166.3409998,18,1971.027027027027,-3.896185596356391,39.79387636127684,-86.23597017326757,-0.011458297751209792,-0.11609109023626529,24.714170224879023,2.779390834044976,4547.072546230441,1.3390463990890975,1.3758440079703957,93.3961396011396,0,0 days 00:01:42.811000,5.441
11,1,19,0 days 00:02:11.099000,0,,38.920,0,48.312,0,43.867,0,107.8,36:33.275,2025-11-10 11:41:07.027,0:38.920,0:48.312,0:43.867,183.1,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,38.92,48.312,43.867,28.110,28.110,10.81,38.920,29.779,1:08.699,18.533,1:27.232,16.54,1:43.772,27.327,2:11.099,,18,2085.692,1760888405.692,,,,,,,,,,,131.099,1760888274.593,19,1857.9005145797598,-4.91364415495372,39.79402509420589,-86.23594586800989,0.014802536852931094,-0.16618649297223176,42.167761398697294,2.7583133356187863,5453.319039451115,2.049305793623586,2.086880356530682,110.88849315068492,0,0 days 00:01:42.811000,28.288
11,1,20,0 days 00:02:24.785000,0,,47.014,0,53.243,0,44.528,0,97.6,38:58.060,2025-11-10 11:43:31.812,0:47.014,0:53.243,0:44.528,148.1,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,47.014,53.243,44.528,35.428,35.428,11.586,47.014,34.794,1:21.808,18.449,1:40.257,16.802,1:57.059,27.726,2:24.785,,19,2230.477,1760888550.477,,,,,,,,,,,144.785,1760888405.692,20,2004.6876267748478,-7.290787337662338,39.79390323781348,-86.23569087239055,-0.012398944805194805,-0.21534577922077922,69.60137581168831,2.9967532467532467,5973.117647058823,7.116126217532467,7.211264204545454,129.43611788617886,1,0 days 00:01:42.811000,41.974
11,1,21,0 days 00:02:20.544000,0,,46.588,0,49.817,0,44.139,0,100.5,41:18.604,2025-11-10 11:45:52.356,0:46.588,0:49.817,0:44.139,125.0,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,46.588,49.817,44.139,33.527,33.527,13.061,46.588,31.361,1:17.949,18.456,1:36.405,18.424,1:54.829,25.715,2:20.544,,20,2371.021,1760888691.021,,,,,,,,,,,140.544,1760888550.477,21,2081.960396039604,-4.808613861386139,39.79362731530721,-86.23574096125738,-0.026237293729372935,-0.1431986798679868,32.078300330033,3.0445544554455446,4865.224422442244,2.2911600660066007,2.3563613861386137,107.99368421052633,0,0 days 00:01:42.811000,37.733
11,1,22,0 days 00:02:13.511000,0,,44.879,0,45.516,0,43.116,0,105.8,43:32.115,2025-11-10 11:48:05.867,0:44.879,0:45.516,0:43.116,135.0,Farran Davis,,Am,Legends,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,44.879,45.516,43.116,33.662,33.662,11.217,44.879,28.907,1:13.786,16.609,1:30.395,17.733,1:48.128,25.383,2:13.511,,21,2504.532,1760888824.532,,,,,,,,,,,133.511,1760888691.0210001,22,2013.5347432024168,-3.1210319855159927,39.79389807655643,-86.2358822036955,-0.017296318648159323,-0.12826071213035606,26.893974049487028,3.0416415208207606,4466.809667673716,1.4088337356668679,1.452077549788775,97.5692156862745,0,0 days 00:01:42.811000,30.7
